work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2021,Data Engineer  ,Engineering,GBP,172405,34616,MX,EN,PT,Hybrid,JP,M
2020,Machine Learning Engineer  in office,Engineering,GBP,146254,194835,JP,MI,FT,Hybrid,UK,S
2021,Data Scientist  in office,Analysis,GBP,172428,63124,CN,EX,FT,Hybrid,US,M
2022,Statistician  in office,Engineering,us dolars,70584,163662,CN,EN,CT,In-person,US,M
2022,Data Scientist  ,Engineering,us dolars,41344,191942,IN,MI,PT,In-person,MX,S
2020,Data Analyst  (Remote),Analysis,us dolars,144491,39534,DE,SE,FT,Remote,DE,M
2020,Data Scientist  (Remote),Analysis,us dolars,74619,37921,CN,EX,CT,Hybrid,DE,M
2020,Data Engineer  (Remote),ML/AI,EUR,137107,162763,MX,SE,FT,In-person,UK,L
2021,Data Scientist  ,Engineering,INR,163015,72042,IN,MI,CT,Remote,UK,M
2021,Data Scientist  in office,Data Science,INR,142319,81209,MX,MI,FT,Remote,IN,S
2021,Data Scientist  (Remote),Engineering,GBP,182093,83603,DE,EN,PT,In-person,CN,S
2020,Machine Learning Engineer  (Remote),Data Science,JPY,38348,74377,UK,EX,FL,Hybrid,UK,L
2022,Machine Learning Engineer  ,Data Science,us dolars,177711,69705,IN,EX,PT,Remote,JP,M
2022,Data Analyst  in office,Data Science,INR,115030,126492,CN,MI,CT,Remote,IN,M
2021,Data Engineer  in office,ML/AI,INR,134565,179836,CN,EN,FT,Hybrid,CN,M
2021,Data Scientist  ,Analysis,us dolars,48640,45783,JP,MI,PT,In-person,UK,M
2022,Data Scientist  (Remote),Analysis,EUR,65402,38515,DE,MI,FT,Hybrid,CN,S
2022,Data Scientist  in office,ML/AI,EUR,95088,163142,CN,EX,PT,Hybrid,JP,S
2021,Data Scientist  in office,Analysis,INR,162963,112850,JP,SE,CT,In-person,JP,L
2021,Machine Learning Engineer  (Remote),ML/AI,EUR,189331,174843,DE,SE,FL,Remote,IN,M
2022,Data Analyst  ,Engineering,us dolars,190059,126776,IN,EX,PT,Hybrid,IN,S
2020,Statistician  (Remote),,,160988,94206,IN,,FT,Remote,JP,
2021,Data Engineer  in office,Analysis,us dolars,171755,113364,JP,EX,FT,Remote,DE,S
2022,Data Scientist  ,Analysis,EUR,39967,140532,IN,EN,FT,Remote,MX,S
2022,Data Analyst  (Remote),Engineering,us dolars,107664,148090,JP,EX,CT,In-person,IN,L
2022,Statistician  (Remote),ML/AI,EUR,130274,50936,US,EN,CT,Remote,MX,M
2022,Data Analyst  ,Engineering,EUR,92661,121618,MX,MI,FL,Hybrid,US,L
2020,Machine Learning Engineer  in office,Data Science,us dolars,117738,178977,DE,MI,FT,Hybrid,DE,L
2022,Statistician  ,ML/AI,EUR,73452,164170,JP,EN,FL,Hybrid,US,L
2021,Data Analyst  ,Engineering,GBP,42857,57020,DE,EX,FT,In-person,CN,L
2020,Machine Learning Engineer  in office,Engineering,us dolars,192373,152043,US,MI,PT,Hybrid,CN,L
2022,Data Analyst  (Remote),Analysis,GBP,85900,40985,DE,EX,PT,In-person,CN,L
2020,Data Analyst  ,ML/AI,us dolars,61460,169355,JP,SE,PT,Remote,UK,L
2021,Statistician  ,Data Science,EUR,116923,159100,MX,MI,FT,Remote,IN,M
2022,Machine Learning Engineer  (Remote),Data Science,EUR,79800,149635,MX,EX,PT,In-person,IN,L
2021,Data Scientist  in office,ML/AI,INR,170904,76323,IN,EX,FT,In-person,JP,M
2022,Data Engineer  (Remote),ML/AI,INR,42626,67708,MX,SE,FL,In-person,MX,M
2022,Statistician  (Remote),Engineering,GBP,126939,100298,MX,EX,CT,Remote,IN,S
2022,Machine Learning Engineer  ,Analysis,EUR,126159,130057,DE,EN,PT,In-person,MX,L
2022,Data Analyst  ,Analysis,INR,46802,35054,DE,MI,FT,Remote,CN,M
2022,Machine Learning Engineer  in office,Analysis,EUR,46333,149580,CN,EN,FT,Remote,US,S
2020,Data Engineer  ,ML/AI,us dolars,65120,101317,CN,SE,FL,Hybrid,DE,S
2022,Data Engineer  (Remote),Analysis,INR,123621,93304,US,EN,FL,Remote,UK,L
2022,Data Scientist  (Remote),Engineering,GBP,183231,46471,UK,EX,CT,In-person,MX,L
2020,Data Scientist  in office,,,-185732,131266,MX,,FL,In-person,MX,
2020,Data Engineer  ,ML/AI,EUR,86843,155022,IN,SE,CT,In-person,DE,L
2020,Statistician  ,Analysis,JPY,155179,56527,MX,EN,CT,Remote,US,M
2020,Statistician  in office,Data Science,JPY,195591,73250,JP,SE,FL,Remote,UK,M
2020,Data Analyst  in office,Data Science,EUR,124333,149917,US,EN,CT,Hybrid,MX,L
2020,Data Scientist  ,Engineering,us dolars,74935,42029,JP,EN,PT,Hybrid,JP,L
2022,Data Analyst  in office,Analysis,INR,52507,71583,JP,EN,CT,In-person,IN,M
2022,Data Scientist  (Remote),Analysis,JPY,114271,132061,DE,SE,FT,Remote,IN,L
2021,Data Engineer  in office,ML/AI,us dolars,87223,133100,US,SE,FT,In-person,JP,S
2022,Statistician  (Remote),ML/AI,EUR,188747,98147,US,MI,FT,In-person,US,M
2022,Statistician  (Remote),Analysis,us dolars,143487,169425,CN,EN,FL,In-person,MX,S
2020,Data Engineer  (Remote),ML/AI,EUR,47673,73042,IN,EN,FT,Hybrid,JP,S
2020,Data Analyst  ,Analysis,INR,139619,123125,UK,EN,FL,In-person,MX,S
2022,Data Analyst  (Remote),Engineering,us dolars,65470,106604,JP,EN,FT,Hybrid,CN,S
2021,Machine Learning Engineer  in office,ML/AI,INR,71603,85918,MX,EN,CT,Remote,MX,L
2020,Data Scientist  (Remote),Analysis,us dolars,192302,152225,IN,EN,FL,In-person,US,L
2022,Data Analyst  ,ML/AI,EUR,175614,98882,MX,EN,FT,Hybrid,UK,L
2022,Data Engineer  ,Engineering,EUR,91407,66822,CN,MI,CT,Remote,DE,L
2021,Data Analyst  ,ML/AI,us dolars,83821,78760,IN,MI,FL,Hybrid,DE,M
2021,Statistician  ,Analysis,EUR,65690,34200,JP,EX,CT,In-person,JP,L
2020,Data Scientist  in office,ML/AI,GBP,36654,77259,DE,EN,CT,Remote,IN,M
2021,Machine Learning Engineer  ,,,-142259,38527,DE,,CT,Remote,JP,
2022,Data Scientist  in office,,,-118264,40535,JP,,FL,Remote,IN,
2022,Statistician  ,Data Science,GBP,57446,179016,CN,MI,FL,Hybrid,JP,L
2021,Statistician  ,ML/AI,GBP,125515,141477,CN,EN,PT,Hybrid,JP,S
2021,Statistician  in office,ML/AI,JPY,78484,42438,US,EN,PT,Hybrid,MX,S
2021,Statistician  (Remote),Engineering,JPY,74078,94344,UK,MI,PT,Remote,DE,L
2021,Data Engineer  in office,Data Science,JPY,144824,150127,MX,MI,PT,In-person,CN,S
2020,Machine Learning Engineer  (Remote),Engineering,JPY,34225,100388,DE,EX,FL,In-person,IN,S
2021,Statistician  in office,Analysis,EUR,154098,102249,UK,EX,PT,Remote,CN,S
2020,Statistician  (Remote),Analysis,INR,104745,91083,IN,EN,FT,In-person,CN,M
2022,Data Analyst  ,Engineering,INR,41721,61354,MX,MI,PT,Remote,CN,S
2021,Machine Learning Engineer  (Remote),ML/AI,GBP,163659,154365,MX,EX,FT,In-person,DE,S
2020,Data Scientist  (Remote),Data Science,INR,138878,179865,MX,EN,FT,In-person,CN,M
2021,Machine Learning Engineer  ,Engineering,GBP,69437,198138,IN,EX,CT,In-person,MX,L
2022,Machine Learning Engineer  ,Engineering,INR,180061,101135,JP,EX,CT,Hybrid,IN,M
2022,Machine Learning Engineer  (Remote),Analysis,us dolars,193798,193843,JP,EX,CT,Hybrid,UK,M
2022,Statistician  (Remote),,,-109837,174512,JP,,PT,Remote,CN,
2021,Statistician  in office,Data Science,INR,128215,41289,MX,EN,FL,Hybrid,CN,L
2021,Data Engineer  ,Engineering,EUR,155437,139344,CN,EX,FT,Remote,UK,M
2020,Data Scientist  ,Data Science,GBP,71168,141568,DE,EN,FL,Hybrid,CN,S
2022,Data Analyst  ,Data Science,INR,132114,79178,UK,EN,FL,In-person,UK,L
2021,Machine Learning Engineer  in office,,,-101616,96500,IN,,PT,Hybrid,US,
2022,Data Scientist  in office,Data Science,JPY,168480,147784,UK,EN,FL,Hybrid,DE,L
2022,Data Scientist  (Remote),Analysis,INR,165225,79223,DE,EX,FL,Hybrid,DE,S
2020,Data Engineer  in office,ML/AI,EUR,154887,199441,MX,EN,CT,Remote,UK,M
2020,Data Analyst  in office,ML/AI,JPY,172127,175256,UK,MI,CT,Remote,JP,M
2020,Machine Learning Engineer  in office,ML/AI,INR,49760,98483,MX,SE,FT,In-person,DE,M
2020,Data Analyst  ,,,47752,149178,UK,,FT,In-person,IN,
2022,Data Engineer  (Remote),Analysis,INR,164872,174228,CN,MI,CT,In-person,DE,L
2020,Statistician  in office,Analysis,us dolars,96573,163483,JP,EX,PT,Hybrid,DE,M
2020,Data Scientist  in office,ML/AI,us dolars,191126,45674,CN,EX,PT,In-person,IN,S
2020,Machine Learning Engineer  in office,Data Science,INR,56866,169380,CN,EX,FT,Remote,UK,M
2020,Statistician  ,Analysis,INR,30992,138707,MX,EN,CT,In-person,MX,M
2022,Data Engineer  (Remote),Engineering,us dolars,53696,98460,UK,SE,PT,In-person,MX,M
2020,Data Analyst  (Remote),Analysis,GBP,128697,30576,UK,EX,FL,In-person,UK,M
2022,Data Scientist  in office,Engineering,JPY,103541,175713,CN,SE,FT,In-person,IN,L
2021,Machine Learning Engineer  (Remote),ML/AI,EUR,82838,128264,UK,MI,FT,In-person,MX,L
2022,Statistician  ,Engineering,INR,59400,80907,CN,SE,FL,Remote,DE,L
2022,Statistician  in office,Analysis,JPY,112277,114325,US,EX,FL,Hybrid,CN,S
2020,Data Scientist  (Remote),Analysis,JPY,148692,69651,CN,SE,FT,In-person,DE,S
2021,Data Analyst  in office,Data Science,GBP,47565,123435,IN,MI,FL,Hybrid,UK,M
2021,Data Engineer  ,ML/AI,JPY,69585,176730,IN,SE,PT,In-person,CN,S
2021,Data Analyst  in office,Engineering,INR,195905,68907,UK,EN,FT,Hybrid,US,S
2021,Data Analyst  ,ML/AI,JPY,151559,93917,CN,MI,PT,Remote,UK,S
2022,Data Analyst  in office,Analysis,INR,42094,192819,CN,EN,FT,Hybrid,IN,S
2021,Data Scientist  in office,Data Science,INR,192352,84936,JP,EN,PT,In-person,CN,L
2022,Data Scientist  (Remote),Analysis,us dolars,76647,56178,MX,EX,CT,Hybrid,US,L
2022,Data Engineer  (Remote),Analysis,GBP,180585,160614,JP,EX,PT,Hybrid,MX,S
2022,Data Analyst  ,,,-161226,129423,JP,,FL,In-person,US,
2021,Data Scientist  ,Engineering,us dolars,125798,38000,CN,EX,CT,Hybrid,IN,L
2020,Data Engineer  ,Analysis,EUR,189206,169137,CN,SE,FT,In-person,CN,M
2020,Data Engineer  (Remote),ML/AI,INR,138050,138407,IN,MI,PT,Remote,JP,L
2021,Data Analyst  in office,,,169750,162157,DE,,FT,In-person,UK,
2020,Machine Learning Engineer  ,Data Science,JPY,167366,79325,UK,EX,CT,Remote,DE,S
2020,Data Analyst  in office,ML/AI,JPY,39574,141868,IN,SE,FL,Hybrid,MX,S
2022,Machine Learning Engineer  in office,Analysis,EUR,65183,178694,JP,EN,FL,In-person,CN,L
2022,Data Engineer  (Remote),,,-96606,156190,IN,,FL,Hybrid,UK,
2021,Data Scientist  (Remote),ML/AI,EUR,179710,93902,IN,EN,FT,Remote,IN,L
2021,Statistician  in office,Data Science,GBP,87194,34834,IN,EX,FL,Remote,DE,M
2020,Data Engineer  ,Data Science,JPY,56082,115733,JP,EN,FL,Hybrid,JP,S
2022,Data Scientist  (Remote),ML/AI,us dolars,177378,42008,DE,EN,FT,In-person,MX,S
2021,Data Engineer  in office,Engineering,us dolars,138371,108498,US,EX,FT,In-person,IN,M
2021,Data Analyst  (Remote),Engineering,us dolars,157899,77229,UK,MI,CT,In-person,UK,L
2021,Machine Learning Engineer  in office,Engineering,JPY,37807,142892,UK,SE,FL,In-person,MX,S
2021,Data Engineer  (Remote),Engineering,INR,62143,169084,MX,EX,CT,Remote,US,S
2021,Data Scientist  ,ML/AI,JPY,151952,81125,IN,SE,PT,In-person,IN,S
2021,Data Analyst  ,Data Science,JPY,88414,115702,DE,SE,PT,Hybrid,IN,S
2020,Statistician  (Remote),Analysis,us dolars,54715,114164,JP,EN,PT,Remote,UK,M
2022,Data Analyst  (Remote),Analysis,JPY,102934,170921,US,EX,PT,Hybrid,JP,L
2022,Machine Learning Engineer  (Remote),ML/AI,us dolars,42202,43767,US,MI,FT,Hybrid,UK,M
2021,Data Analyst  ,Analysis,INR,57987,75052,IN,SE,CT,Hybrid,UK,L
2022,Statistician  (Remote),Engineering,GBP,196812,129427,IN,SE,CT,Remote,JP,M
2022,Data Scientist  ,Data Science,us dolars,106848,160591,JP,MI,FT,In-person,JP,M
2022,Data Engineer  (Remote),ML/AI,EUR,174699,182637,MX,SE,PT,Hybrid,IN,L
2021,Machine Learning Engineer  (Remote),Data Science,GBP,81069,130547,JP,EX,CT,Hybrid,US,S
2021,Statistician  in office,ML/AI,INR,70409,98125,CN,MI,FL,In-person,UK,S
2022,Machine Learning Engineer  ,,,-124022,80281,JP,,FT,In-person,US,
2022,Data Analyst  (Remote),ML/AI,us dolars,141689,105285,IN,MI,FT,In-person,JP,M
2021,Machine Learning Engineer  ,ML/AI,INR,136948,53423,DE,SE,FL,In-person,JP,M
2020,Statistician  in office,Data Science,EUR,31611,114693,IN,MI,PT,Hybrid,UK,S
2022,Data Engineer  ,Analysis,us dolars,156047,118860,MX,EX,PT,Remote,IN,L
2020,Data Engineer  ,ML/AI,us dolars,61657,31706,IN,MI,CT,In-person,MX,S
2022,Machine Learning Engineer  ,Engineering,INR,48462,81753,US,SE,FL,In-person,UK,M
2020,Data Scientist  ,ML/AI,INR,119299,123755,JP,EN,CT,Hybrid,IN,S
2020,Machine Learning Engineer  ,Data Science,GBP,68547,71334,UK,SE,PT,In-person,DE,S
2020,Data Analyst  ,ML/AI,EUR,137754,97148,JP,SE,CT,Hybrid,IN,S
2021,Data Engineer  ,Engineering,GBP,190135,132601,CN,EN,FL,Hybrid,UK,L
2020,Data Engineer  (Remote),,,112273,80627,DE,,FL,Hybrid,UK,
2020,Data Engineer  (Remote),ML/AI,us dolars,109397,45546,DE,SE,FL,Hybrid,IN,S
2020,Data Scientist  ,,,-82788,104581,JP,,PT,In-person,US,
2022,Data Scientist  ,Data Science,us dolars,191356,186371,JP,EX,FT,Remote,IN,M
2020,Statistician  (Remote),ML/AI,EUR,117964,73347,IN,EN,FT,In-person,DE,S
2022,Machine Learning Engineer  in office,Engineering,GBP,96247,71221,UK,SE,FT,Remote,DE,S
2020,Machine Learning Engineer  (Remote),Data Science,EUR,43706,128203,MX,EX,CT,In-person,US,S
2020,Data Analyst  in office,ML/AI,INR,40924,45948,IN,SE,FL,Hybrid,DE,S
2021,Data Engineer  ,Data Science,INR,45921,55118,US,EN,PT,In-person,UK,M
2022,Data Scientist  ,Engineering,JPY,186504,133729,US,EX,FT,Hybrid,US,S
2020,Data Analyst  (Remote),ML/AI,EUR,148960,156677,DE,SE,FT,In-person,US,L
2022,Data Analyst  (Remote),ML/AI,us dolars,47813,47021,DE,EN,CT,Hybrid,US,S
2022,Data Scientist  (Remote),ML/AI,EUR,134748,78215,UK,EX,CT,Remote,CN,L
2021,Machine Learning Engineer  ,Engineering,GBP,138988,31223,DE,SE,FT,Hybrid,IN,M
2021,Data Engineer  (Remote),Analysis,INR,156078,197182,CN,EN,FL,In-person,IN,S
2021,Machine Learning Engineer  (Remote),ML/AI,INR,163140,120162,US,SE,FL,Hybrid,US,L
2021,Data Analyst  in office,Engineering,EUR,69927,126453,UK,SE,CT,Remote,MX,L
2021,Data Engineer  ,Data Science,EUR,135148,51526,US,SE,CT,Remote,DE,S
2021,Statistician  ,Data Science,EUR,60539,68829,JP,MI,FL,In-person,CN,S
2021,Data Analyst  ,Engineering,GBP,41683,81862,JP,SE,CT,Hybrid,CN,M
2021,Machine Learning Engineer  (Remote),Analysis,GBP,153031,157048,UK,EX,CT,In-person,UK,M
2020,Machine Learning Engineer  ,Engineering,us dolars,115151,181408,IN,EN,FL,Hybrid,UK,S
2022,Machine Learning Engineer  (Remote),Data Science,EUR,196746,60796,CN,EN,FL,Remote,IN,M
2021,Data Scientist  in office,Data Science,us dolars,82703,188239,MX,MI,PT,In-person,JP,M
2021,Data Analyst  ,ML/AI,JPY,88810,46818,CN,MI,CT,Remote,US,M
2022,Data Engineer  in office,Analysis,GBP,116111,199964,MX,MI,CT,Hybrid,JP,M
2020,Machine Learning Engineer  in office,Engineering,INR,115977,54488,DE,SE,PT,Remote,UK,S
2022,Machine Learning Engineer  ,Data Science,JPY,172189,199024,MX,SE,CT,Hybrid,MX,S
2022,Data Scientist  ,Data Science,INR,33665,113904,UK,EX,CT,In-person,IN,L
2021,Data Engineer  (Remote),Data Science,JPY,74390,174295,CN,EN,FT,Hybrid,IN,M
2022,Data Analyst  in office,Engineering,us dolars,104884,126931,MX,EN,FT,Hybrid,IN,S
2022,Statistician  in office,,,-93887,191333,DE,,FT,In-person,IN,
2021,Data Scientist  (Remote),Analysis,GBP,85541,105520,US,EN,PT,In-person,IN,M
2021,Data Analyst  ,ML/AI,INR,124319,98334,MX,SE,CT,Remote,US,L
2021,Statistician  in office,ML/AI,JPY,37882,168675,IN,MI,PT,Hybrid,CN,M
2021,Machine Learning Engineer  (Remote),ML/AI,EUR,100825,141587,DE,SE,PT,Hybrid,JP,S
2022,Machine Learning Engineer  in office,Data Science,EUR,43910,107240,JP,EX,CT,Remote,MX,L
2022,Data Engineer  in office,ML/AI,GBP,70566,64261,MX,SE,FL,Hybrid,CN,S
2020,Statistician  (Remote),Data Science,INR,127519,147367,JP,SE,FL,Hybrid,UK,M
2020,Machine Learning Engineer  in office,,,-197248,45707,US,,CT,In-person,UK,
2022,Machine Learning Engineer  (Remote),Data Science,GBP,113081,48009,UK,SE,FL,In-person,CN,M
2020,Data Engineer  (Remote),Analysis,GBP,191361,82169,DE,EX,FT,In-person,IN,L
2022,Data Analyst  in office,Analysis,INR,139337,48231,MX,SE,CT,Remote,IN,L
2020,Machine Learning Engineer  in office,ML/AI,EUR,45362,33246,MX,SE,PT,In-person,CN,L
2021,Data Scientist  ,ML/AI,EUR,43783,59825,US,MI,FT,Remote,IN,S
2020,Data Scientist  ,Data Science,EUR,196821,176997,MX,SE,PT,In-person,CN,L
2021,Data Analyst  in office,,,-164626,31316,JP,,FL,Hybrid,MX,
2021,Statistician  ,,,-48773,113870,MX,,CT,Hybrid,DE,
2021,Data Engineer  ,ML/AI,JPY,191403,126608,MX,EX,FT,In-person,UK,M
2021,Data Scientist  (Remote),Engineering,us dolars,75640,144911,JP,EN,CT,In-person,IN,M
2020,Data Scientist  in office,Engineering,us dolars,76969,163098,JP,MI,FT,Remote,JP,L
2022,Data Analyst  ,,,72986,45289,IN,,FT,Hybrid,DE,
2021,Statistician  ,,,132017,132082,IN,,FT,In-person,US,
2020,Statistician  ,Data Science,GBP,146180,78886,JP,SE,CT,In-person,MX,M
2021,Data Analyst  in office,Analysis,JPY,37585,95020,CN,EN,FT,Hybrid,DE,S
2020,Data Scientist  (Remote),Analysis,INR,34122,69279,UK,SE,FT,In-person,DE,L
2020,Data Engineer  in office,ML/AI,EUR,46838,136061,IN,EX,CT,Hybrid,MX,L
2020,Data Scientist  (Remote),ML/AI,us dolars,178373,115643,DE,EN,PT,In-person,DE,S
2022,Statistician  ,,,53107,129827,IN,,FL,Hybrid,JP,
2020,Data Scientist  in office,Engineering,GBP,132678,158089,DE,EN,CT,Remote,MX,M
2020,Data Engineer  (Remote),ML/AI,INR,96025,188351,IN,MI,CT,In-person,UK,S
2022,Machine Learning Engineer  ,Analysis,us dolars,96520,179428,JP,SE,FT,In-person,MX,L
2022,Data Scientist  ,Data Science,JPY,47344,95200,MX,EN,CT,In-person,IN,S
2020,Data Analyst  in office,Data Science,INR,87202,191115,DE,EN,CT,Remote,JP,L
2022,Machine Learning Engineer  (Remote),Engineering,us dolars,130086,125502,MX,SE,FL,In-person,JP,S
2021,Data Analyst  ,ML/AI,us dolars,44959,173867,MX,EN,CT,In-person,MX,M
2021,Data Analyst  ,ML/AI,EUR,199823,112536,UK,SE,FT,Hybrid,CN,M
2022,Data Analyst  ,Data Science,EUR,162941,183230,IN,SE,FL,In-person,IN,M
2022,Data Scientist  (Remote),,,74264,49005,IN,,CT,In-person,CN,
2020,Statistician  (Remote),ML/AI,EUR,60268,140737,JP,EX,FT,Hybrid,CN,S
2022,Machine Learning Engineer  ,Analysis,JPY,114564,114013,DE,EN,FL,Remote,MX,S
2020,Data Engineer  (Remote),Data Science,GBP,174622,75176,CN,EN,CT,Remote,DE,L
2021,Statistician  ,ML/AI,GBP,166774,145754,JP,EN,FT,Hybrid,CN,S
2022,Data Scientist  ,Analysis,EUR,108563,161777,MX,MI,FL,Remote,US,L
2020,Data Analyst  (Remote),Data Science,GBP,140164,81510,DE,SE,FT,Remote,DE,S
2020,Data Engineer  (Remote),Analysis,INR,54459,76293,IN,SE,FL,In-person,DE,S
2021,Machine Learning Engineer  in office,,,86782,148222,IN,,CT,In-person,CN,
2022,Statistician  in office,Engineering,INR,167104,156947,IN,MI,PT,In-person,CN,S
2021,Statistician  (Remote),Analysis,GBP,31825,74420,IN,EN,FL,Remote,UK,M
2020,Data Engineer  (Remote),Engineering,INR,156187,181224,US,SE,CT,In-person,DE,S
2020,Data Scientist  (Remote),ML/AI,JPY,90109,127391,IN,EX,FL,Remote,US,L
2022,Machine Learning Engineer  (Remote),,,42470,89278,IN,,PT,In-person,JP,
2020,Data Engineer  ,Data Science,EUR,33770,90216,CN,MI,FT,Remote,MX,S
2022,Data Analyst  ,Engineering,JPY,188340,103699,CN,MI,PT,Hybrid,CN,S
2021,Machine Learning Engineer  in office,,,-161101,30209,DE,,PT,Hybrid,DE,
2022,Statistician  (Remote),,,191155,165906,MX,,FT,In-person,JP,
2022,Data Engineer  in office,Engineering,EUR,38958,192584,IN,EX,PT,Remote,CN,M
2020,Statistician  (Remote),Data Science,JPY,143806,92485,IN,SE,CT,Hybrid,UK,M
2020,Statistician  (Remote),ML/AI,EUR,38806,99498,DE,EN,FL,Hybrid,MX,M
2022,Statistician  (Remote),Engineering,GBP,62162,174100,MX,MI,PT,In-person,CN,L
2020,Data Scientist  ,Analysis,INR,104732,81542,IN,EX,FL,In-person,US,S
2020,Statistician  in office,Analysis,JPY,195961,182975,IN,EX,FL,Remote,IN,S
2020,Data Analyst  (Remote),Engineering,JPY,57702,172789,JP,EN,FT,Hybrid,IN,M
2022,Data Analyst  in office,Engineering,us dolars,196849,60545,US,SE,PT,Remote,CN,L
2020,Machine Learning Engineer  in office,Engineering,us dolars,37739,65212,DE,SE,FT,Remote,UK,S
2022,Statistician  ,ML/AI,us dolars,54599,139079,JP,MI,FT,In-person,US,M
2020,Statistician  ,Analysis,EUR,66827,71100,CN,EN,FL,Remote,CN,M
2021,Data Engineer  (Remote),,,106821,157215,MX,,CT,Remote,JP,
2020,Data Scientist  in office,Analysis,EUR,126683,82016,UK,EN,FL,Hybrid,UK,L
2020,Machine Learning Engineer  ,ML/AI,INR,98446,196447,UK,EX,FT,Remote,DE,L
2022,Statistician  in office,Data Science,JPY,113890,181392,CN,EN,PT,Hybrid,JP,M
2022,Data Engineer  in office,Analysis,EUR,53039,49301,US,SE,CT,Hybrid,CN,L
2020,Data Scientist  (Remote),Analysis,EUR,156021,113717,MX,EX,CT,Remote,DE,M
2021,Machine Learning Engineer  in office,Data Science,EUR,127367,39168,MX,MI,PT,Remote,DE,S
2020,Machine Learning Engineer  ,ML/AI,GBP,73884,98109,UK,EN,PT,Hybrid,MX,M
2020,Statistician  (Remote),Data Science,INR,186218,48973,US,SE,CT,Remote,JP,M
2021,Machine Learning Engineer  (Remote),Data Science,INR,75819,197123,UK,EX,FT,Hybrid,MX,S
2022,Data Engineer  (Remote),Data Science,EUR,113162,123059,UK,SE,CT,Remote,DE,L
2020,Machine Learning Engineer  ,,,-192380,129017,MX,,CT,Hybrid,MX,
2022,Data Analyst  (Remote),ML/AI,EUR,174126,181023,JP,MI,CT,Hybrid,IN,M
2022,Data Engineer  in office,,,109606,192377,MX,,FT,In-person,MX,
2021,Data Scientist  (Remote),Data Science,JPY,137789,111115,UK,EN,PT,Remote,JP,S
2021,Data Scientist  ,Engineering,GBP,82018,105406,MX,EX,PT,Hybrid,UK,L
2022,Statistician  ,Engineering,GBP,56250,39109,CN,SE,PT,Hybrid,IN,S
2020,Statistician  (Remote),Engineering,EUR,175485,56842,US,SE,FT,Remote,UK,M
2022,Data Analyst  in office,Engineering,JPY,107391,171788,IN,EX,FT,Remote,US,M
2020,Data Scientist  ,Analysis,INR,68921,127969,MX,EN,PT,Remote,UK,S
2020,Data Scientist  ,ML/AI,us dolars,101123,137055,MX,SE,FL,In-person,JP,S
2021,Data Scientist  ,ML/AI,INR,104363,76408,IN,SE,FL,Remote,UK,L
2020,Data Scientist  (Remote),,,-186857,138407,IN,,PT,In-person,US,
2020,Machine Learning Engineer  ,Analysis,JPY,127400,66530,US,SE,FL,Remote,DE,L
2022,Data Engineer  ,Data Science,GBP,126847,140047,US,EX,FL,In-person,JP,L
2021,Data Engineer  ,Data Science,INR,36861,89730,IN,EX,PT,Remote,CN,S
2020,Data Analyst  (Remote),ML/AI,GBP,106340,105623,CN,EN,PT,In-person,IN,S
2020,Machine Learning Engineer  ,Analysis,JPY,175051,107658,UK,EN,FT,Hybrid,IN,L
2021,Data Scientist  ,Engineering,JPY,143049,60898,IN,EX,FL,In-person,UK,S
2022,Data Scientist  (Remote),ML/AI,EUR,30357,93908,DE,EN,FL,In-person,IN,L
2021,Statistician  (Remote),Analysis,us dolars,144604,111377,MX,EX,PT,Hybrid,MX,L
2021,Statistician  in office,Analysis,JPY,77201,121118,US,EX,CT,Remote,US,M
2020,Data Analyst  ,ML/AI,JPY,112160,87392,DE,EX,PT,Hybrid,CN,L
2020,Data Scientist  (Remote),ML/AI,GBP,40796,105578,DE,SE,FT,Hybrid,MX,M
2022,Data Analyst  in office,Data Science,JPY,53238,56505,US,EN,CT,Hybrid,IN,S
2020,Machine Learning Engineer  ,Data Science,INR,124176,118830,MX,SE,CT,In-person,MX,L
2020,Data Engineer  (Remote),Data Science,EUR,70883,167245,IN,EN,CT,Hybrid,UK,L
2021,Data Scientist  (Remote),Engineering,EUR,115478,114052,CN,MI,FT,Remote,IN,S
2020,Machine Learning Engineer  ,ML/AI,INR,99396,36932,JP,SE,FL,In-person,MX,S
2022,Data Scientist  ,Analysis,JPY,34447,113445,DE,SE,PT,In-person,DE,S
2021,Statistician  in office,ML/AI,us dolars,50523,191313,IN,SE,FT,Hybrid,DE,L
2022,Data Analyst  ,Analysis,JPY,165921,177784,JP,MI,FT,In-person,IN,S
2021,Statistician  ,Engineering,EUR,185790,59105,MX,EN,CT,Remote,JP,S
2020,Data Engineer  ,ML/AI,us dolars,135471,137083,DE,MI,CT,In-person,CN,M
2021,Statistician  (Remote),,,117862,60382,IN,,FT,Hybrid,IN,
2021,Data Scientist  in office,Analysis,GBP,90977,117892,DE,EN,FL,Hybrid,DE,L
2020,Statistician  in office,Data Science,JPY,118325,49589,IN,EN,CT,Hybrid,DE,S
2020,Data Scientist  in office,Engineering,JPY,188207,150829,MX,EN,FT,In-person,US,S
2022,Data Engineer  (Remote),ML/AI,us dolars,191334,119452,CN,EN,CT,Hybrid,UK,M
2022,Statistician  ,Data Science,us dolars,158422,195438,MX,MI,PT,In-person,US,L
